,UniqueID,Date,Species,Breed,Age,Gender,Altered,Borough,Zipcode
4899,4899,January 22 2016,DOG,Poodle,NA,U,FALSE,Manhattan,10040
4900,4900,January 24 2016,DOG,Westie/Poodle,5,M,TRUE,Manhattan,10025
4901,4901,January 23 2016,DOG,American Pitbull Terrier Mix,3,M,FALSE,Manhattan,10030
4902,4902,January 23 2016,DOG,American Pitbull Terrier Mix,4,F,FALSE,Manhattan,10027
4903,4903,January 20 2016,DOG,Puggle,9,M,TRUE,Manhattan,10019
4904,4904,January 22 2016,DOG,Shepherd,NA,U,FALSE,Manhattan,NA
4905,4905,January 22 2016,DOG,Golden Retriever,NA,U,FALSE,Manhattan,NA
4906,4906,January 24 2016,DOG,NA,NA,U,FALSE,Manhattan,10025
4907,4907,January 26 2016,DOG,Hound X,NA,M,TRUE,Manhattan,10029
4908,4908,January 24 2016,DOG,Chihuahua,16,M,TRUE,Manhattan,10029
4909,4909,January 27 2016,DOG,Na,3,F,TRUE,Manhattan,NA
4910,4910,January 31 2016,DOG,Vizsla/Lab/Pit,4,M,TRUE,Manhattan,10028
4911,4911,January 17 2016,DOG,NA,NA,U,FALSE,Manhattan,10034
4912,4912,January 29 2016,DOG,Beagle,NA,U,FALSE,Manhattan,10027
4913,4913,January 08 2016,DOG,Bulldog,6,M,TRUE,Manhattan,10019
4914,4914,January 29 2016,DOG,Jack Russell Terrier,8,M,TRUE,Manhattan,NA
4915,4915,January 31 2016,DOG,Lhasa Apso,6,M,TRUE,Manhattan,10025
4916,4916,January 31 2016,DOG,Yorkshire Terrier,5,M,TRUE,Manhattan,10029
4917,4917,January 31 2016,DOG,Nova Scotia Duck Tolling Terrier,NA,U,FALSE,Manhattan,10023
4918,4918,January 29 2016,DOG,Shih Tzu,NA,U,FALSE,Manhattan,10011
4919,4919,February 01 2016,DOG,American Pitbull Terrier Mix,2,M,FALSE,Manhattan,10026
4920,4920,January 30 2016,DOG,Shih Tzu,NA,M,FALSE,Manhattan,10033
4921,4921,February 01 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4922,4922,January 31 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4923,4923,February 02 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4924,4924,February 03 2016,DOG,Australian Cattle Dog,7,M,TRUE,Manhattan,10035
4925,4925,February 05 2016,DOG,American Pitbull Terrier,3,M,TRUE,Manhattan,10025
4926,4926,February 05 2016,DOG,Beagle,NA,U,FALSE,Manhattan,10014
4927,4927,February 08 2016,DOG,Lab Mix,10,M,TRUE,Manhattan,10128
4928,4928,February 07 2016,DOG,Dachshund,12,F,TRUE,Manhattan,10062
4929,4929,February 07 2016,DOG,Collie,3,M,TRUE,Manhattan,10024
4930,4930,February 07 2016,DOG,Yorkshire Terrier,NA,U,FALSE,Manhattan,10031
4931,4931,February 08 2016,DOG,American Pitbull Terrier Mix,1,M,TRUE,Manhattan,10029
4932,4932,February 07 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10029
4933,4933,February 07 2016,DOG,Lhasa Apso,NA,U,FALSE,Manhattan,10029
4934,4934,February 09 2016,DOG,Shih Tzu,2,M,FALSE,Manhattan,10037
4935,4935,February 09 2016,DOG,Doberman Pinscher,NA,U,FALSE,Manhattan,10017
4936,4936,February 11 2016,DOG,Chow Chow,14,M,FALSE,Manhattan,10128
4937,4937,February 12 2016,DOG,NA,NA,U,FALSE,Manhattan,10028
4938,4938,February 12 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10032
4939,4939,February 13 2016,DOG,American Pitbull Terrier,NA,F,FALSE,Manhattan,10035
4940,4940,February 14 2016,DOG,American Pitbull Terrier,6,M,FALSE,Manhattan,10029
4941,4941,February 14 2016,DOG,Spitz,NA,U,FALSE,Manhattan,10037
4942,4942,February 13 2016,DOG,American Pit Ter/Labrador Retr,5,F,FALSE,Manhattan,NA
4943,4943,February 13 2016,DOG,Rottweiler,0.271,M,FALSE,Manhattan,10019
4944,4944,February 14 2016,DOG,Can Terrier Mix,5,U,FALSE,Manhattan,10012
4945,4945,February 10 2016,DOG,Shih Tzu,13,M,TRUE,Manhattan,10065
4946,4946,February 17 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4947,4947,February 12 2016,DOG,Jack Russell Terrier,3,M,FALSE,Manhattan,10029
4948,4948,January 28 2016,DOG,NA,NA,U,FALSE,Manhattan,10014
4949,4949,February 18 2016,DOG,West Highland Terr,4,M,TRUE,Manhattan,10023
4950,4950,February 18 2016,DOG,Chihuahua,5,M,FALSE,Manhattan,10031
4951,4951,February 17 2016,DOG,Dachshund,10,M,TRUE,Manhattan,10033
4952,4952,February 18 2016,DOG,American Pitbull Terrier,2,M,TRUE,Manhattan,NA
4953,4953,February 20 2016,DOG,Bichon Frise,10,M,TRUE,Manhattan,10002
4954,4954,February 21 2016,DOG,Labrador Retriever,NA,U,FALSE,Manhattan,10024
4955,4955,February 19 2016,DOG,Chihuahua/Terrier,3,M,TRUE,Manhattan,10023
4956,4956,February 19 2016,DOG,Bulldog,2,M,TRUE,Manhattan,10011
4957,4957,February 21 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4958,4958,February 21 2016,DOG,Bichon Frise,2,F,TRUE,Manhattan,10016
4959,4959,February 21 2016,DOG,NA,NA,U,FALSE,Manhattan,10003
4960,4960,February 19 2016,DOG,Golden Retriever,NA,U,FALSE,Manhattan,10069
4961,4961,February 19 2016,DOG,Yorkie Poo,7,M,TRUE,Manhattan,10065
4962,4962,February 25 2016,DOG,Bulldog,2,M,TRUE,Manhattan,10021
4963,4963,February 14 2016,DOG,Na,NA,U,FALSE,Manhattan,NA
4964,4964,February 24 2016,DOG,Labrador Retriever,2,M,TRUE,Manhattan,10075
4965,4965,February 21 2016,DOG,Shepherd X,5,F,TRUE,Manhattan,NA
4966,4966,February 23 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4967,4967,February 24 2016,DOG,Beagle,NA,U,FALSE,Manhattan,NA
4968,4968,February 26 2016,DOG,Pitbull/Lab Mix,1,F,TRUE,Manhattan,10012
4969,4969,February 24 2016,DOG,Dachshund,NA,U,FALSE,Manhattan,10128
4970,4970,February 28 2016,DOG,Australian Cattle Dog,6,M,TRUE,Manhattan,10010
4971,4971,February 28 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
4972,4972,February 27 2016,DOG,NA,NA,U,FALSE,Manhattan,10030
4973,4973,February 29 2016,DOG,Miniature Pinscher,6,F,TRUE,Manhattan,10069
4974,4974,February 29 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
4975,4975,February 27 2016,DOG,American Pitbull Terrier Mix,3,U,FALSE,Manhattan,10028
4976,4976,March 01 2016,DOG,Golden Retriever,13,F,TRUE,Manhattan,10012
4977,4977,March 02 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4978,4978,March 02 2016,DOG,Labrador Retriever,5,M,TRUE,Manhattan,10010
4979,4979,March 03 2016,DOG,NA,NA,U,FALSE,Manhattan,10026
4980,4980,March 02 2016,DOG,Chihuahua/Dachschund,0.167,F,FALSE,Manhattan,NA
4981,4981,February 24 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10128
4982,4982,February 25 2016,DOG,Patterdale Terrier,3,M,FALSE,Manhattan,10024
4983,4983,March 04 2016,DOG,German Shepherd,7,F,TRUE,Manhattan,10035
4984,4984,March 03 2016,DOG,Cairn Terrier,4,F,TRUE,Manhattan,10024
4985,4985,March 08 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4986,4986,March 08 2016,DOG,Golden Retriever/ Rottweiler,4,F,FALSE,Manhattan,10029
4987,4987,March 11 2016,DOG,Shih Tzu,NA,U,FALSE,Manhattan,NA
4988,4988,February 16 2016,DOG,Australian Cattle Dog Mix,9,M,TRUE,Manhattan,10028
4989,4989,March 15 2016,DOG,Shih Tzu,7,M,FALSE,Manhattan,10032
4990,4990,March 11 2016,DOG,Basset Hound Mix,0.333,F,TRUE,Manhattan,10016
4991,4991,March 11 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4992,4992,March 11 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
4993,4993,March 10 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10128
4994,4994,March 15 2016,DOG,German Shepherd,NA,U,FALSE,Manhattan,NA
4995,4995,March 13 2016,DOG,American Pitbull Terrier Mix,1,M,FALSE,Manhattan,10029
4996,4996,March 15 2016,DOG,Australian Shepherd,2,M,FALSE,Manhattan,NA
4997,4997,March 20 2016,DOG,Terrier,NA,U,FALSE,Manhattan,10024
4998,4998,March 20 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
4999,4999,March 19 2016,DOG,NA,NA,U,FALSE,Manhattan,10011
5000,5000,March 19 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5001,5001,March 20 2016,DOG,NA,NA,U,FALSE,Manhattan,10036
5002,5002,March 19 2016,DOG,Cocker Spaniel,10,M,TRUE,Manhattan,10009
5003,5003,March 19 2016,DOG,Schnoodle,6,M,TRUE,Manhattan,10022
5004,5004,March 22 2016,DOG,Chihuahua,0.833,F,FALSE,Manhattan,10029
5005,5005,March 22 2016,DOG,Chihuahua,0.833,F,FALSE,Manhattan,10029
5006,5006,March 17 2016,DOG,Morkie,6,F,TRUE,Manhattan,10023
5007,5007,March 17 2016,DOG,American Staffordshire Terrier,4,M,TRUE,Manhattan,10030
5008,5008,March 22 2016,DOG,Maltese,1,M,TRUE,Manhattan,10002
5009,5009,March 23 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5010,5010,March 20 2016,DOG,Na,NA,U,FALSE,Manhattan,10034
5011,5011,March 23 2016,DOG,American Pitbull/ Labrador Retriever,6,F,FALSE,Manhattan,NA
5012,5012,March 26 2016,DOG,Jack Russell Terrier,15,M,TRUE,Manhattan,10028
5013,5013,March 26 2016,DOG,NA,NA,U,FALSE,Manhattan,10024
5014,5014,March 26 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5015,5015,March 26 2016,DOG,American Pitbull Terrier,0.417,M,FALSE,Manhattan,10027
5016,5016,March 27 2016,DOG,Yorkshire Terrier,NA,U,FALSE,Manhattan,10023
5017,5017,March 25 2016,DOG,Bulldog,5,M,FALSE,Manhattan,10027
5018,5018,March 24 2016,DOG,French Bulldog,NA,U,FALSE,Manhattan,10023
5019,5019,March 26 2016,DOG,Terrier,0.167,F,TRUE,Manhattan,10016
5020,5020,March 24 2016,DOG,Yorkshire Terrier,1,F,TRUE,Manhattan,10013
5021,5021,March 13 2016,DOG,Beagle/Jack Russell,8,F,TRUE,Manhattan,10024
5022,5022,March 30 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5023,5023,March 29 2016,DOG,Terrier Mix,0.667,M,TRUE,Manhattan,10016
5024,5024,March 30 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10019
5025,5025,March 25 2016,DOG,Irish Wolfhound,2,F,FALSE,Manhattan,10025
5026,5026,April 04 2016,DOG,NA,NA,U,FALSE,Manhattan,10028
5027,5027,April 02 2016,DOG,Maltipoo,4,M,FALSE,Manhattan,10027
5028,5028,April 05 2016,DOG,West Highland Terrier/ Yorkshire Terrier,1,M,FALSE,Manhattan,NA
5029,5029,April 02 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10003
5030,5030,April 02 2016,DOG,Boxer/Shepherd X,NA,U,FALSE,Manhattan,10026
5031,5031,April 03 2016,DOG,Maltese,6,M,FALSE,Manhattan,NA
5032,5032,April 04 2016,DOG,Vizsla,4,F,TRUE,Manhattan,10036
5033,5033,April 03 2016,DOG,West High White Terrier,3,F,FALSE,Manhattan,NA
5034,5034,April 05 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5035,5035,April 05 2016,DOG,Na,3.5,M,TRUE,Manhattan,NA
5036,5036,April 08 2016,DOG,American Pitbull Terrier Mix,5,M,TRUE,Manhattan,10002
5037,5037,April 08 2016,DOG,Maltese,3,M,TRUE,Manhattan,10032
5038,5038,April 07 2016,DOG,American Pitbull Terrier,4,M,TRUE,Manhattan,10029
5039,5039,April 07 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5040,5040,April 07 2016,DOG,Chihuahua,NA,U,FALSE,Manhattan,10023
5041,5041,April 08 2016,DOG,Pomski,2,M,FALSE,Manhattan,10034
5042,5042,April 10 2016,DOG,NA,NA,U,FALSE,Manhattan,10031
5043,5043,April 12 2016,DOG,Na,NA,U,FALSE,Manhattan,NA
5044,5044,April 09 2016,DOG,Boxer/Pitbull Mix,2,F,FALSE,Manhattan,10029
5045,5045,April 12 2016,DOG,Maltese,3,M,TRUE,Manhattan,10021
5046,5046,April 09 2016,DOG,Rottweiler,2,M,FALSE,Manhattan,10029
5047,5047,April 09 2016,DOG,Dachshund,0.333,M,TRUE,Manhattan,10016
5048,5048,April 09 2016,DOG,Collie/Terrier Mix,0.333,F,TRUE,Manhattan,10016
5049,5049,April 13 2016,DOG,German Shepherd,NA,M,FALSE,Manhattan,10027
5050,5050,April 13 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5051,5051,April 16 2016,DOG,American Staffordshire Terrier,1,M,FALSE,Manhattan,10029
5052,5052,April 14 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5053,5053,April 15 2016,DOG,Labrador Retriever,0.333,M,TRUE,Manhattan,10016
5054,5054,April 12 2016,DOG,Labrador Retriever,2,F,TRUE,Manhattan,10028
5055,5055,April 15 2016,DOG,NA,NA,U,FALSE,Manhattan,10014
5056,5056,April 15 2016,DOG,Pomeranian,8,M,FALSE,Manhattan,10033
5057,5057,April 15 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5058,5058,April 18 2016,DOG,Bulldog,NA,U,FALSE,Manhattan,10029
5059,5059,April 19 2016,DOG,Australian Cattle Dog,7,M,FALSE,Manhattan,10009
5060,5060,April 16 2016,DOG,Rotweiller/Labrador Retriever,4,F,TRUE,Manhattan,10014
5061,5061,April 01 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
5062,5062,April 19 2016,DOG,American Pitbull Terrier,NA,M,TRUE,Manhattan,10034
5063,5063,April 18 2016,DOG,NA,NA,U,FALSE,Manhattan,10028
5064,5064,April 17 2016,DOG,American Pitbull Terrier,3,F,TRUE,Manhattan,10029
5065,5065,April 11 2016,DOG,NA,NA,U,FALSE,Manhattan,10033
5066,5066,April 21 2016,DOG,Terrier,NA,U,FALSE,Manhattan,NA
5067,5067,April 15 2016,DOG,American Pitbull Terrier,3,F,TRUE,Manhattan,10031
5068,5068,April 13 2016,DOG,Bichon Frise,7,F,FALSE,Manhattan,NA
5069,5069,April 25 2016,DOG,Shih Tzu,NA,F,FALSE,Manhattan,10128
5070,5070,April 25 2016,DOG,Not Sure, Rescue,NA,F,FALSE,Manhattan,10128
5071,5071,April 23 2016,DOG,German Shepherd,3,M,TRUE,Manhattan,NA
5072,5072,April 22 2016,DOG,Miniature Pinscher,NA,U,FALSE,Manhattan,10013
5073,5073,April 23 2016,DOG,NA,NA,U,FALSE,Manhattan,10014
5074,5074,April 22 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10029
5075,5075,April 25 2016,DOG,Beagle/Husky,NA,M,TRUE,Manhattan,10028
5076,5076,April 27 2016,DOG,Maltese,11,M,TRUE,Manhattan,10065
5077,5077,April 26 2016,DOG,Brittany Spaniel,NA,F,TRUE,Manhattan,NA
5078,5078,April 23 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10035
5079,5079,April 25 2016,DOG,Terrier,4,M,TRUE,Manhattan,10011
5080,5080,April 26 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5081,5081,April 27 2016,DOG,Bulldog,NA,U,FALSE,Manhattan,10023
5082,5082,April 27 2016,DOG,Jack Russell Terrier,NA,U,FALSE,Manhattan,10023
5083,5083,April 26 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5084,5084,April 30 2016,DOG,Boxer,7,F,TRUE,Manhattan,10025
5085,5085,April 26 2016,DOG,Dachshund,5,M,FALSE,Manhattan,10032
5086,5086,April 27 2016,DOG,Shepherd,NA,U,FALSE,Manhattan,NA
5087,5087,May 02 2016,DOG,NA,NA,U,FALSE,Manhattan,10036
5088,5088,April 25 2016,DOG,German Shepherd Mix,4,M,FALSE,Manhattan,10029
5089,5089,May 02 2015,DOG,Jack Russell Mix,NA,F,FALSE,Manhattan,10001
5090,5090,April 30 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5091,5091,April 30 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5092,5092,April 30 2016,DOG,Bulldog,NA,U,FALSE,Manhattan,NA
5093,5093,April 12 2016,DOG,Na,5,F,TRUE,Manhattan,10023
5094,5094,April 28 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5095,5095,May 04 2016,DOG,Golden Retriever,NA,U,FALSE,Manhattan,10023
5096,5096,May 01 2016,DOG,Pomeranian,NA,U,FALSE,Manhattan,NA
5097,5097,May 04 2016,DOG,Poodle,11,M,FALSE,Manhattan,NA
5098,5098,May 05 2016,DOG,Irish Wolfhound/German Shepherd,8,M,FALSE,Manhattan,10034
5099,5099,May 05 2016,DOG,Pug,NA,U,FALSE,Manhattan,10014
5100,5100,May 08 2016,DOG,Maltese,8,M,FALSE,Manhattan,10040
5101,5101,April 30 2016,DOG,Mastiff Mix,4,M,FALSE,Manhattan,10023
5102,5102,May 05 2016,DOG,NA,NA,U,FALSE,Manhattan,10031
5103,5103,May 09 2016,DOG,Havanese,5,M,TRUE,Manhattan,10017
5104,5104,May 06 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10035
5105,5105,May 10 2016,DOG,Poodle,NA,U,FALSE,Manhattan,NA
5106,5106,May 07 2016,DOG,NA,NA,U,FALSE,Manhattan,10025
5107,5107,April 27 2016,DOG,NA,NA,U,FALSE,Manhattan,10024
5108,5108,May 09 2016,DOG,Chihuahua,NA,U,FALSE,Manhattan,NA
5109,5109,May 08 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5110,5110,May 05 2016,DOG,Lab. Ret./Hound Mix,6,M,TRUE,Manhattan,NA
5111,5111,May 08 2016,DOG,Collie Mix,2,M,TRUE,Manhattan,NA
5112,5112,May 08 2016,DOG,American Pitbull Terrier,2,M,FALSE,Manhattan,10029
5113,5113,May 06 2016,DOG,Terrier,NA,U,FALSE,Manhattan,NA
5114,5114,May 11 2016,DOG,NA,NA,U,FALSE,Manhattan,10027
5115,5115,May 05 2016,DOG,Terrier,NA,U,FALSE,Manhattan,NA
5116,5116,May 14 2016,DOG,Chihuahua,6,M,TRUE,Manhattan,10019
5117,5117,May 15 2016,DOG,American Pitbull Terrier Mix,NA,M,TRUE,Manhattan,10027
5118,5118,May 12 2016,DOG,Mastiff,NA,M,TRUE,Manhattan,NA
5119,5119,May 16 2016,DOG,Labrador Retriever,1,F,TRUE,Manhattan,10016
5120,5120,May 17 2016,DOG,NA,NA,U,FALSE,Manhattan,10012
5121,5121,May 15 2016,DOG,Scottie/Lhasa Ahpso,14,F,TRUE,Manhattan,10028
5122,5122,May 15 2016,DOG,NA,NA,U,FALSE,Manhattan,10003
5123,5123,May 23 2016,DOG,NA,NA,U,TRUE,Manhattan,10002
5124,5124,May 20 2016,DOG,Shih Tzu Mix,2,M,FALSE,Manhattan,10032
5125,5125,May 23 2016,DOG,Golden Poodle,5,M,TRUE,Manhattan,NA
5126,5126,May 24 2016,DOG,Cotton De Tulear,5,M,TRUE,Manhattan,10009
5127,5127,May 23 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5128,5128,May 24 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5129,5129,May 20 2016,DOG,Poodle,1,M,TRUE,Manhattan,10032
5130,5130,May 23 2016,DOG,Miki,7,M,TRUE,Manhattan,10128
5131,5131,May 24 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5132,5132,May 24 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5133,5133,May 24 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10016
5134,5134,May 25 2016,DOG,Bouvier Des Flandres,1,F,TRUE,Manhattan,10024
5135,5135,May 22 2016,DOG,German Sheperd Point Mix,2,F,FALSE,Manhattan,NA
5136,5136,May 25 2016,DOG,Pomeranian,NA,U,FALSE,Manhattan,NA
5137,5137,May 11 2016,DOG,Chihuahua Mix,2,M,TRUE,Manhattan,10025
5138,5138,May 14 2016,DOG,NA,NA,U,FALSE,Manhattan,10128
5139,5139,May 20 2016,DOG,NA,NA,U,FALSE,Manhattan,10014
5140,5140,May 27 2016,DOG,Chow Chow,NA,U,FALSE,Manhattan,NA
5141,5141,May 29 2016,DOG,NA,NA,U,FALSE,Manhattan,10003
5142,5142,May 30 2016,DOG,Maltese Poodle Mix,4,M,TRUE,Manhattan,10002
5143,5143,May 28 2016,DOG,Chihuahua,NA,U,FALSE,Manhattan,10032
5144,5144,May 29 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5145,5145,May 31 2016,DOG,American Pitbull Terrier,NA,F,FALSE,Manhattan,10025
5146,5146,May 28 2016,DOG,Mini Pinscher/Yorkshire Terrier,4,F,TRUE,Manhattan,10025
5147,5147,May 31 2016,DOG,Pug,NA,U,FALSE,Manhattan,10023
5148,5148,May 25 2016,DOG,Shih Tzu,10,M,FALSE,Manhattan,10029
5149,5149,May 30 2016,DOG,Poodle,NA,U,FALSE,Manhattan,NA
5150,5150,May 31 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10009
5151,5151,May 21 2016,DOG,Rhodesian Ridgeback/Shepherd X,NA,U,FALSE,Manhattan,NA
5152,5152,June 02 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10002
5153,5153,June 04 2016,DOG,Shih Tzu/ Pomeraninan,NA,F,FALSE,Manhattan,10016
5154,5154,June 04 2016,DOG,Shih Tzu,3,M,TRUE,Manhattan,10039
5155,5155,June 06 2016,DOG,Teacup Yorkshire,NA,U,FALSE,Manhattan,10035
5156,5156,June 08 2016,DOG,American Pitbull Terrier,4,F,FALSE,Manhattan,10029
5157,5157,May 28 2016,DOG,Shih Tzu,5,F,FALSE,Manhattan,10128
5158,5158,June 14 2016,DOG,Yorkshire Terrier,12,M,TRUE,Manhattan,10065
5159,5159,June 09 2016,DOG,Chihuahua,1,M,FALSE,Manhattan,10035
5160,5160,June 10 2016,DOG,Dachshund,1,M,TRUE,Manhattan,NA
5161,5161,June 10 2016,DOG,NA,NA,U,FALSE,Manhattan,10025
5162,5162,June 11 2016,DOG,American Pitbull Terrier,NA,F,FALSE,Manhattan,NA
5163,5163,June 13 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10034
5164,5164,June 14 2016,DOG,American Pitbull Terrier,1,M,TRUE,Manhattan,10035
5165,5165,June 14 2016,DOG,American Bully Mix,5,M,TRUE,Manhattan,10069
5166,5166,June 16 2016,DOG,Yorkshire Terrier,NA,F,FALSE,Manhattan,10028
5167,5167,June 16 2016,DOG,NA,NA,U,FALSE,Manhattan,10023
5168,5168,June 05 2016,DOG,German Shepard Mix,0.271,M,TRUE,Manhattan,10016
5169,5169,June 18 2016,DOG,Pitbull/Labrador Retriever,0.417,F,TRUE,Manhattan,10026
5170,5170,June 17 2016,DOG,Pit Bull,NA,M,TRUE,Manhattan,10028
5171,5171,June 20 2016,DOG,Terrier,0.271,F,TRUE,Manhattan,10016
5172,5172,June 19 2016,DOG,Boxer,NA,U,FALSE,Manhattan,10013
5173,5173,June 18 2016,DOG,Border Collie/ Poodle,6,M,TRUE,Manhattan,10028
5174,5174,June 16 2016,DOG,Miniature Pinscher,10,M,TRUE,Manhattan,NA
5175,5175,June 19 2016,DOG,Golden Retriever,6,M,TRUE,Manhattan,NA
5176,5176,June 21 2016,DOG,American Pitbull Terrier,NA,M,FALSE,Manhattan,10031
5177,5177,June 20 2016,DOG,American Pitbull Terrier Mix,2,M,FALSE,Manhattan,10029
5178,5178,June 19 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5179,5179,June 20 2016,DOG,Border Terrier,1,M,TRUE,Manhattan,10027
5180,5180,June 21 2016,DOG,Na,NA,U,FALSE,Manhattan,NA
5181,5181,June 17 2016,DOG,NA,NA,U,FALSE,Manhattan,10128
5182,5182,June 22 2016,DOG,Pit Terrier Mix,NA,U,FALSE,Manhattan,10003
5183,5183,June 20 2016,DOG,Golden Doodle,NA,U,FALSE,Manhattan,10038
5184,5184,June 18 2016,DOG,Beagle,8,M,TRUE,Manhattan,10024
5185,5185,June 18 2016,DOG,Beagle,8,M,TRUE,Manhattan,10024
5186,5186,June 21 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10035
5187,5187,June 21 2016,DOG,German Shepherd Mix,2,F,TRUE,Manhattan,10009
5188,5188,June 22 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5189,5189,June 23 2016,DOG,Na,5,M,TRUE,Manhattan,10003
5190,5190,June 22 2016,DOG,American Pitbull Terrier,2,M,FALSE,Manhattan,NA
5191,5191,June 22 2016,DOG,NA,1,M,FALSE,Manhattan,NA
5192,5192,June 17 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5193,5193,June 24 2016,DOG,Na,NA,F,FALSE,Manhattan,10023
5194,5194,June 28 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10027
5195,5195,June 28 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5196,5196,June 30 2016,DOG,Parson Russell Terrieer,4,F,TRUE,Manhattan,NA
5197,5197,July 03 2016,DOG,American Pitbull Terrier Mix,2,F,FALSE,Manhattan,NA
5198,5198,July 01 2016,DOG,American Pitbull Terrier,6,M,FALSE,Manhattan,10035
5199,5199,July 01 2016,DOG,American Pitbull Terrier,6,M,FALSE,Manhattan,NA
5200,5200,July 01 2016,DOG,American Pitbull Terrier,6,M,FALSE,Manhattan,NA
5201,5201,July 01 2016,DOG,American Pitbull Terrier,6,M,FALSE,Manhattan,10029
5202,5202,July 01 2016,DOG,NA,NA,U,FALSE,Manhattan,10010
5203,5203,July 04 2016,DOG,American Pitbull Terrier,6,M,TRUE,Manhattan,10016
5204,5204,July 04 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,NA
5205,5205,June 26 2016,DOG,Na,4,M,TRUE,Manhattan,10031
5206,5206,June 29 2016,DOG,NA,NA,U,FALSE,Manhattan,NA
5207,5207,July 02 2016,DOG,West High White Terrier,5,M,TRUE,Manhattan,NA
5208,5208,May 07 2016,DOG,Golden Labrador Mix,10,F,FALSE,Manhattan,10025
5209,5209,July 09 2016,DOG,Labrador Retriever,10,M,FALSE,Manhattan,10065
5210,5210,June 12 2016,DOG,Pomski,1,M,TRUE,Manhattan,10016
5211,5211,July 01 2016,DOG,American Pitbull Terrier,NA,U,FALSE,Manhattan,10029
5212,5212,July 11 2016,DOG,Shepherd,0.271,F,TRUE,Manhattan,10016
5213,5213,July 14 2016,DOG,Large Breed Mix,7,F,TRUE,Manhattan,10033
5214,5214,July 12 2016,DOG,Shih Tzu,NA,U,FALSE,Manhattan,NA
5215,5215,July 09 2016,DOG,Maltese,4,M,TRUE,Manhattan,10128
5216,5216,July 12 2016,DOG,NA,10,U,FALSE,Manhattan,NA
5217,5217,July 14 2016,DOG,Dachshund, Wirehaired, Miniature,1,M,TRUE,Manhattan,10024
5218,5218,July 17 2016,DOG,Siberian Husky,NA,U,FALSE,Manhattan,NA
5219,5219,July 14 2016,DOG,Shih Tzu,3,M,FALSE,Manhattan,10031
